Scan REF,E01-08-dd.gpr;E01-10-dd.gpr,E01-08-dd.gpr;E01-10-dd.gpr,E01-08-dd.gpr;E01-10-dd.gpr,htu_yap04mM_2_1.gpr;htu_yap04mM_add1.gpr,htu_yap04mM_2_1.gpr;htu_yap04mM_add1.gpr,htu_yap04mM_2_1.gpr;htu_yap04mM_add1.gpr,mena_wt.gpr;mena_wt22.gpr,mena_wt.gpr;mena_wt22.gpr,mena_wt.gpr;mena_wt22.gpr,htu_skn04mM_2.gpr;htu_skn04mM_add.gpr,htu_skn04mM_2.gpr;htu_skn04mM_add.gpr,htu_skn04mM_2.gpr;htu_skn04mM_add.gpr,mena_sy.gpr;mena_sy22.gpr,mena_sy.gpr;mena_sy22.gpr,mena_sy.gpr;mena_sy22.gpr,E01-07-WT.gpr;E01-09-WT.gpr,E01-07-WT.gpr;E01-09-WT.gpr,E01-07-WT.gpr;E01-09-WT.gpr
Reporter REF,Unknown:MR_Norm_log2,Unknown:SD_Norm_log2,Unknown:CV_Norm_log2,Unknown:MR_Norm_log2,Unknown:SD_Norm_log2,Unknown:CV_Norm_log2,Unknown:MR_Norm_log2,Unknown:SD_Norm_log2,Unknown:CV_Norm_log2,Unknown:MR_Norm_log2,Unknown:SD_Norm_log2,Unknown:CV_Norm_log2,Unknown:MR_Norm_log2,Unknown:SD_Norm_log2,Unknown:CV_Norm_log2,Unknown:MR_Norm_log2,Unknown:SD_Norm_log2,Unknown:CV_Norm_log2
CAGL0K12716g,-0.344503895,null,null,-1.105821551,null,null,0.411426246,null,null,null,null,null,null,null,null,null,null,null
CAGL0K12738g,0.461175207,0.345119664,0.348553417,null,null,null,0.247444179,0.386165875,0.55472523,-0.365019476,0.303204012,0.049176835,0.647245705,0.620161974,0.481899259,0.491378775,0.158781144,0.078467506
CAGL0K12760g,0.802099375,0.241920666,0.310910127,-0.468959594,0.143876909,0.060623612,null,null,null,-0.421269453,null,null,0.793471844,1.13929559,0.780232215,null,null,null
CAGL0K12782g,1.060742024,0.235607788,0.314474655,0.124132048,0.674182547,1.678673243,0.724365557,null,null,1.128021287,1.283193974,1.143806477,1.825792945,1.550601075,1.17498855,0.557005001,1.333358323,2.100288661
CAGL0K12804g,-1.117839017,0.257408333,0.112316088,0.576882837,0.367290352,0.260610842,-0.62104179,1.154713191,2.151532753,0.893663147,0.045498952,0.073074662,0.08810789,1.216266354,1.088511829,-0.437099793,0.100585132,0.594965901
CAGL0K12826g,-0.492798001,0.509623943,0.274453768,-0.137861421,0.286255331,0.347016127,-0.66110067,1.36675495,0.166414609,-0.135552048,0.568323078,0.323919824,-1.027643199,0.857466501,0.093088904,0.115200911,0.170322118,0.680523845
CAGL0K12848g,-0.668675255,0.044550274,0.153373502,-0.480882557,0.152300654,0.475973904,0.681247721,0.456870292,0.428752506,0.059645678,0.354923637,0.248407917,null,null,null,-0.026284166,0.430129617,0.933282822
CAGL0K12870g,-0.136051497,0.207055549,0.25788151,-0.256114091,0.180034015,0.083254542,null,null,null,-0.748004472,1.378620444,0.86929637,1.391117381,null,null,0.507840846,null,null
CAGL0K12892g,-0.114174397,0.355100249,0.406031159,-0.056905583,0.091801073,0.086741958,0.774511665,null,null,-0.352683662,0.268909557,0.367491901,0.667697456,1.495734453,1.085172492,-0.299274324,0.341817796,0.906785742
CAGL0K12914g,-0.395109457,0.161034024,0.252875986,-0.158639028,0.065097969,0.070023475,-0.18404197,0.456870292,1.629850466,0.212986141,0.243537259,0.006100561,null,null,null,0.081021429,1.170598471,1.420577129
CAGL0K12936g,-0.076097192,0.16192151,0.252580039,0.041276261,0.071506323,0.015376539,0.342095939,0.381082779,0.832973828,-0.128859811,0.791598816,0.406688053,0.555764226,0.685932283,0.745634674,null,null,null
CAGL0K12958g,1.408061978,0.230901986,0.304093203,2.49921917,1.091974085,0.45926695,null,null,null,-1.167644009,0.271327037,0.104510023,null,null,null,1.939927763,2.483961846,3.498673482
CAGL0K12980g,-0.009020088,0.191574059,0.278779303,-0.348625348,0.012317268,0.037010677,-0.082462755,0.392514963,0.53161701,0.101144469,0.266565549,0.340386591,0.314904409,0.294266611,0.266691361,-0.535866392,0.164628807,0.513756357
CAGL0K13002g,-0.219608028,null,null,-0.442392674,null,null,1.645891499,null,null,null,null,null,null,null,null,null,null,null
CAGL0K13024g,-0.250333699,0.285895926,0.352953227,0.302653123,0.280610557,1.039845822,-0.474148119,null,null,-0.144312777,0.780547265,0.868417803,0.67688499,null,null,0.827158347,0.480094097,0.951047087
CAGL0L00110g,-0.318561479,0.070280865,0.120624263,-0.249235529,0.27983986,0.833530354,-0.379686271,0.380384508,0.6829736,-0.419637338,0.281994551,0.166172053,-0.199314185,0.672746189,0.939373814,null,null,null
CAGL0L00154g,-0.661909376,0.531463514,0.27312792,-0.979517739,null,null,0.690701771,0.509906216,0.251173916,null,null,null,1.216789556,0.42636661,0.423169875,null,null,null
CAGL0L00176g,-0.147007014,0.28926862,0.207280338,null,null,null,0.231915195,null,null,null,null,null,null,null,null,null,null,null
CAGL0L00198g,-0.433371538,0.352193821,0.377052342,-0.021990452,0.582433372,0.082022026,0.497653179,0.500201221,1.015175353,-0.369079899,0.418949965,0.394917029,0.557357702,0.842633482,0.480412608,-1.161160939,null,null
CAGL0L00209g,-0.450188061,0.477783081,0.506140264,-1.214162327,0.624991993,0.076524098,-1.205437776,1.282020121,0.137781248,-0.473918957,0.038605368,0.129232758,-1.085002558,0.875901665,0.132007173,0.596173659,0.176915452,0.510794714
CAGL0L00253g,null,null,null,null,null,null,0.100573391,null,null,null,null,null,null,null,null,null,null,null
CAGL0L00297g,-0.329001423,0.210155597,0.155976157,-0.034995295,0.208311203,0.100971249,0.052596933,0.589344339,0.377973839,-0.252704029,0.097460955,0.099411929,-0.246132613,0.187093867,0.254178182,0.098307048,0.342334377,0.28468783
CAGL0L00319g,-0.2519882,0.149257066,0.142754842,0.065547507,0.792151451,1.500142388,0.85719789,1.072387313,0.378420915,-0.631194653,0.582258713,0.550260646,1.114139479,0.604593696,0.178596903,-0.479191894,0.333992981,0.358483097
CAGL0L00341g,-1.771483054,0.2561593,0.333022149,1.24803738,0.051269566,0.00273015,-1.149679707,0.691671075,1.1354884,0.690968892,0.129498133,0.264557196,-0.454772087,0.248298267,0.469810635,-1.177223361,0.263247189,0.568914806
CAGL0L00363g,-0.343779609,0.167160301,0.140811838,null,null,null,0.32373373,0.701578988,0.471140143,null,null,null,0.048121464,0.315086776,1.128439877,null,null,null
CAGL0L00385g,-0.36893235,0.202734659,0.063960559,-0.351267762,0.041133066,0.00360419,0.094860468,0.639909527,1.087199054,0.6822497,0.183197498,0.037456423,0.629252842,1.101589459,1.132732598,0.753069015,0.061353579,0.030627497
CAGL0L00407g,-0.245359223,0.326178883,0.239377389,0.27443367,0.29767047,0.157101765,0.436641719,0.700510576,0.447566119,null,null,null,0.660325406,1.023767968,0.739832259,null,null,null
CAGL0L00429g,-1.572218204,0.213649355,0.109416405,0.305625508,0.068497727,0.013496337,1.010321478,1.229614164,0.163665703,-0.014587117,0.16285919,0.052143361,-0.596330333,0.596746869,0.139775824,0.066874314,1.911981347,3.131421285
CAGL0L00451g,0.147242395,0.460959601,0.352955032,-0.518221806,0.039865069,0.356467724,1.184153307,1.325349528,0.126038692,-0.25378925,0.511089308,0.29903364,-1.286225979,0.350374,2.250150954,0.088580729,0.978933818,1.48427989
CAGL0L00473g,-0.162056912,0.372280706,0.255676274,-0.309930031,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0L00495g,0.241733941,0.272301439,0.337654378,-0.788803434,0.908454891,0.267214525,-0.016477133,1.114369853,0.10249291,-0.288389677,0.198529953,0.139337943,-0.560075945,0.446600154,0.179910129,1.125946743,0.655137845,0.142784449
CAGL0L00517g,-0.272460246,0.377615497,0.418687043,0.51708859,0.244295534,0.182587906,0.642381278,null,null,null,null,null,null,null,null,0.507582612,0.022545621,0.839615637
CAGL0L00539g,0.077171831,0.245610543,0.074360346,-0.629068182,0.033223266,0.00854711,0.974226081,0.461537647,1.001108877,0.433774189,0.191869335,0.310427833,-0.083341124,0.507986997,0.750803402,null,null,null
CAGL0L00561g,null,null,null,null,null,null,0.831280761,null,null,null,null,null,null,null,null,null,null,null
CAGL0L00583g,-0.916128326,0.347925411,0.391543831,-0.055414024,0.145986815,0.061943622,0.503361736,0.367434383,0.81789922,1.313195803,null,null,0.656690785,0.649363765,0.680140241,null,null,null
CAGL0L00605g,-0.500698802,0.284708238,0.277179076,0.608651475,0.063833914,0.069232386,0.632800218,0.473336891,0.81823014,1.087790869,0.260434597,0.018297426,0.516194301,0.779569446,0.94549905,0.498601027,0.42366974,0.882108878
CAGL0L00627g,-0.219605355,0.442125169,0.48255363,0.492527174,0.079247671,0.020214608,0.316496202,0.951337281,1.079621397,-0.172614496,0.564896136,0.239093846,0.345503088,0.537691872,0.792576967,null,null,null
CAGL0L00649g,-0.032942547,0.451896273,0.488834594,-0.560033584,0.625250869,0.072107149,null,null,null,-1.015711622,0.330870328,0.353589301,1.209335586,0.171719575,0.343416216,-0.690196801,0.556533941,0.219687536
CAGL0L00671g,-0.996810015,0.36402359,0.174747486,0.648836109,0.617954192,0.014871779,-0.197252768,0.896220024,0.46757006,0.307832078,0.304392476,0.295664097,-0.644199376,0.585586955,0.149400919,-0.436002891,0.064923407,0.647958468
CAGL0L00693g,0.1347249,0.448806437,0.314149842,0.003818339,null,null,0.905535316,null,null,0.318153454,0.54738808,0.226299797,0.081754741,0.420365845,0.68584956,0.653136471,null,null
CAGL0L00715g,0.349722473,0.243584744,0.275468614,0.16613555,0.071108594,0.778868807,0.736662293,1.456435236,1.696025679,-0.154321136,0.287411664,0.037773005,-0.386749221,0.754050088,1.3962697,0.669064977,null,null
CAGL0L00737g,0.019501633,0.527131809,0.532305176,0.554979978,0.046900654,0,null,null,null,0.359976703,null,null,null,null,null,null,null,null
CAGL0L00759g,2.143388924,0.073389216,0.156243644,-1.183250624,0.341813071,0.497825725,1.456273556,1.658889611,0.316226983,-0.788557269,0.272250121,0.279482891,-1.614763902,0.329257709,0.231091822,1.70713749,0.71270981,0.28860873
CAGL0L00781g,0.000788647,0.202912849,0.03052382,null,null,null,0.310455552,0.097396677,0.603690836,-0.142709026,0.130224961,0.075721016,-0.108664966,0.309699133,0.473178262,null,null,null
CAGL0L00803g,-0.087424197,0.418291263,0.262312558,-0.163780284,0.174892992,0.080035319,1.073077829,0.456870292,0.293714581,-0.208724818,null,null,0.659485459,0.352424126,0.662275159,null,null,null
CAGL0L00825g,-0.118409447,0.315357015,0.159274615,-0.1840792,0.027559689,0.046540852,0.098775861,0.286180814,0.711225241,0.304410334,null,null,0.375937912,0.339177526,0.516733821,-0.152061411,0.371684375,0.466763589
CAGL0L00847g,0.137177075,0.093332531,0.193425908,-0.149716012,0.046071609,0.000518073,0.119386009,0.367644879,0.470700484,-0.036387499,0.045339477,0.203047086,-0.288183381,0.390837335,0.580390905,0.167872412,0.588881046,0.644876231
CAGL0L00869g,0.795760134,0.204776183,0.281427129,-0.301747546,0.040369421,0.054551998,null,null,null,0.314446514,null,null,1.357555442,0.127739284,0.241565072,null,null,null
CAGL0L00891g,0.114312392,0.453907959,0.238232591,-0.198768929,0.187951242,0.919900491,0.343720433,0.641352736,0.375618033,-0.058663321,0.221373549,0.215955668,-0.18121673,0.345388553,0.386037652,0.171616953,0.253545727,0.475880951
CAGL0L00935g,0.552434301,0.295942891,0.137706129,0.275677682,0.088478314,0.800878933,2.015807882,0.456870292,0.182415748,0.028726634,null,null,0.72747087,0.228561226,0.314362566,0.283017058,0.382814457,0.848170733
CAGL0L00957g,0.380096991,0.40928271,0.341459723,0.113240305,0.158262931,0.069625225,0.729437113,0.817467091,0.557499921,null,null,null,null,null,null,null,null,null
CAGL0L00979g,0.320224081,0.075269526,0.115877699,0.420633685,0.214593264,0.163856177,0.275641639,0.386200823,0.772142462,0.046048064,0.166536985,0.291764704,0.997135643,0.640997546,0.736406675,null,null,null
CAGL0L01001g,-0.471001058,0.042013343,0.159647254,0.294301072,0.104089586,0.094440463,-0.492606154,0.415045467,0.450407294,0.013784924,0.446056311,0.416727626,-0.125308265,0.156130911,0.442056342,0.133492592,0.551396663,0.175560511
CAGL0L01067g,-0.450627337,0.118692261,0.214861277,-0.203424162,0.120369661,0.045920955,0.418534375,0.591419656,0.42035133,0.389428895,0.289675274,0.039407427,0.165339491,0.89984391,0.755389056,0.641223149,null,null
CAGL0L01089g,-0.409114114,0.377376912,0.445773625,1.139482628,0.03677009,0.00633065,0.587976409,0.707460093,0.566483782,0.349033325,null,null,0.184233955,0.280428079,0.232205854,0.008880024,0.256830093,0.543881745
CAGL0L01111g,0.373052154,0.24503668,0.253017098,0.033983647,0.569676895,0.148045781,-1.203671473,0.406028602,0.394309616,-0.112108359,0.306508943,0.165608114,-1.464081541,0.767435276,0.142982111,0.446298128,0.929788387,0.581658926
CAGL0L01155g,-0.065075051,null,null,0.275788298,0.800591344,1.782894559,1.865457877,null,null,null,null,null,null,null,null,null,null,null
CAGL0L01177g,1.366481373,0.079696566,0.188599749,0.679179782,0.192591447,0.150003347,1.115798134,0.141818062,0.76842276,-1.203264337,0.190174653,0.074597989,-0.25354125,0.944664585,1.175180111,1.356535909,0.292839759,0.620341868
CAGL0L01199g,0.566866897,0.25057014,0.196619154,-0.66623597,0.183847069,0.144502627,0.675904068,null,null,0.775116155,1.478143349,1.169746243,0.324456921,null,null,null,null,null
CAGL0L01221g,-0.238434424,0.120631328,0.160693171,-0.041074391,0.449218907,0.253042481,0.529617861,0.392950788,0.773077985,0.285402219,null,null,0.518911642,0.693387893,0.905956354,null,null,null
CAGL0L01243g,-0.661982229,0.192812772,0.279853524,0.277053607,0.07698887,0.01880291,-0.477593993,0.631206635,0.336603652,-0.124662348,0.430243797,0.141079268,-0.184143678,0.537257742,0.277537043,-0.098936299,0.368195567,0.402480866
CAGL0L01265g,0.504700105,0.142781545,0.220079168,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0L01287g,0.012087093,0.357120174,0.196063554,-0.830188859,0.757216854,0.181671876,0.004864477,0.640276145,0.353885746,-0.445242548,0.333826325,0.36584739,-0.307127504,0.370699767,0.292852021,0.616298508,0.719810118,0.23499635
CAGL0L01309g,0.28693272,0.178905126,0.198487696,-0.058713061,0.230904843,0.504747018,0.293437217,0.453456871,0.573907817,-0.44312885,0.533065052,0.343905157,-0.7013877,0.235046715,0.506166236,0.604172406,0.397217471,0.404526384
CAGL0L01331g,-0.568026238,0.090009828,0.202392505,0.364578855,0.091535274,0.086575477,-0.426263678,0.755233918,0.400223657,0.282369033,0.096856316,0.09763094,-0.378195045,0.935712978,0.712251792,-0.600900075,0.687756803,0.166748615
CAGL0L01353g,-0.96264872,0.350020251,0.178361665,-0.307744772,0.298251676,0.327515443,-0.546072817,1.005312516,0.097127027,0.206432401,0.634883967,0.415678615,-0.818712317,0.6469382,0.049569163,-0.148179439,0.215314389,0.75989857
CAGL0L01397g,-0.360598123,0.351383656,0.383937486,0.415402661,0.281627663,0.206186772,0.300874086,0.349003379,0.586879319,0.209910519,0.602219668,0.667611022,0.241175695,0.455064644,0.300782169,-0.546221599,0.338853021,0.482204177
CAGL0L01419g,0.155465575,0.594014228,0.604290284,0.792426293,null,null,-0.570270727,0.663011738,0.334906291,-0.182778875,0.248797306,0.286628673,-0.525056518,0.374443194,0.279660246,0.43814624,0.242300845,0.464096765
CAGL0L01441g,-0.169889637,0.356117095,0.253410305,0.737888534,0.942188035,1.969477683,0.453994034,null,null,-0.002784607,0.332221439,0.070138819,0.03129613,null,null,-0.192266964,null,null
CAGL0L01463g,null,null,null,0.099424525,0.156722128,0.127455907,null,null,null,0.037507106,null,null,null,null,null,null,null,null
CAGL0L01485g,0.65037443,0.421179626,0.38878668,-0.378741834,0.889667589,0.252486331,0.608763554,1.127060678,0.081240316,-0.874979169,0.626558357,0.427442323,-0.34056945,0.398366023,0.149136879,1.434392569,0.283880055,0.449922249
CAGL0L01507g,-0.01004364,0.167358624,0.254879836,0.538396201,0.137070978,0.696838305,0.477943963,0.792457559,0.430617499,0.352690349,null,null,0.036719852,0.589148892,0.437507803,-0.064842264,0.022265809,0.603209965
CAGL0L01529g,-0.068745795,0.268919743,0.158264362,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0L01551g,-0.479587943,0.368256143,0.199114862,0.053249612,0.081009846,0.582528574,0.546200045,0.970333032,0.422847322,0.792438213,0.731709731,0.652600752,-0.217312515,0.139359514,0.301800021,0.201483302,0.354756504,0.344040348
CAGL0L01573g,-0.467055624,0.490935627,0.276304412,0.064836663,0.245715132,0.124436556,-0.83917618,0.555493022,1.171528911,0.070277504,0.228362954,0.266232265,-0.354911189,0.579314063,0.336186334,-0.414019835,0.207790699,0.758904739
CAGL0L01639g,-0.216887751,0.087140064,0.132176166,0.559300596,0.326253052,1.071949195,0.916963866,0.163979132,0.781634383,-0.122995629,0.222297236,0.188720862,0.015732926,null,null,-0.015774317,0.426218383,0.423739086
CAGL0L01683g,0.257511345,0.369272013,0.222352905,-0.423920276,0.001768233,0.030416237,null,null,null,0.401117771,0.200048519,0.316463774,null,null,null,0.282888194,0.698933251,1.417148828
CAGL0L01705g,0.344895225,0.044220047,0.168411959,-0.142326322,0.091062217,0.027598866,0.688960221,null,null,-0.348205991,null,null,0.920326735,null,null,0.899064407,null,null
CAGL0L01727g,-0.234375655,0.076777516,0.121807031,0.005912959,0.002962239,0.031162594,-0.04323742,0.731161807,0.495776592,0.281215345,0.463573449,0.517690177,0.241051549,0.298012115,0.262578745,0.022965502,1.548751286,0.545335974
CAGL0L01749g,-0.368316543,0.292733503,0.092575742,null,null,null,0.434358848,0.636669178,0.768327755,null,null,null,0.077909959,0.720822347,0.612115349,null,null,null
CAGL0L01771g,-0.446096916,0.080493022,0.097934027,0.080740847,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0L01793g,-0.535188245,0.162015552,0.194978119,-0.37564744,0.152681877,0.124918805,null,null,null,1.837073063,null,null,-0.019108823,null,null,null,null,null
CAGL0L01837g,0.022082728,0.338295604,0.217705968,-0.197516196,0.029256293,0.011026159,2.035151569,0.456870292,0.247265917,0.321928095,null,null,0.330115922,0.284438962,1.322765703,null,null,null
CAGL0L01859g,0.291010917,0.150174278,0.09943592,0.328721377,0.377548479,0.37642625,-0.919132154,null,null,-0.4015514,0.535844178,0.473936817,0.349093808,0.429702408,0.749049061,0.14072727,0.213889617,0.501160413
CAGL0L01881g,0.199035899,0.171919659,0.248316673,0.179393687,0.329500613,0.560033989,0.145719765,0.437806082,0.435371897,-0.127733233,0.143653672,0.144490123,0.319166352,0.380357238,0.628941466,0.387745644,0.48539613,0.325455845
CAGL0L01903g,-0.536660315,0.176684702,0.245634995,0.102290221,0.270564479,0.140048396,0.590641566,0.285018815,0.657469621,0.040779294,null,null,-1.031478293,1.282759849,0.984766281,-0.598751899,0.003608064,0.095305352
CAGL0L01925g,0.516000172,0.194839192,0.193186177,-0.490368638,0.171239974,0.707188796,0.699718596,0.950468393,0.268989606,-0.559782625,0.434260786,0.426526127,-0.465493415,0.143963208,0.4621254,0.245800659,0.087364201,0.623392104
CAGL0L01947g,0.465933875,0.362279741,0.383833505,-0.239039704,0.120455008,0.104698437,null,null,null,0.285687593,0.597603376,0.530188939,null,null,null,-0.196181195,1.514897673,2.330087296
CAGL0L01969g,-0.282126502,0.371982762,0.150271036,0.100419766,0.139007215,0.739987059,1.133225903,0.47073884,0.45446498,-0.468797759,0.054085261,0.209421354,0.084689696,0.093098624,1.227594991,0.446623085,0.252242798,0.794229009
CAGL0L01991g,-0.320913714,0.33763991,0.216202478,0.255600554,null,null,null,null,null,-0.015630652,null,null,0.082989365,null,null,null,null,null
CAGL0L02013g,-0.574748275,0.051184406,0.173879279,-0.309466868,0.347181745,0.095107467,-0.416282943,0.901721151,0.18411516,-0.051211107,0.413459493,0.326815132,-0.060143549,0.478406238,0.10778209,-0.153193306,0.581724758,0.195303568
CAGL0L02035g,-0.181722155,0.234042931,0.314457606,0.066282752,0.193735649,0.436502323,0.276883114,0.608831961,0.650722564,0.404307179,0.418409863,0.434911427,-0.694543861,0.334233587,0.323782806,-0.211336942,0.313657569,0.584367178
CAGL0L02057g,-0.038492691,0.158552302,0.097427873,-0.280014162,0.215964324,0.164720041,-0.000395301,0.710772208,0.940764985,0.310284434,0.73136821,0.74068331,-0.193820237,0.679412696,0.38700598,-0.404184183,0.590122921,1.016627714
CAGL0L02079g,2.05333685,0.165438849,0.22595633,-0.612243365,null,null,1.522856432,1.332527064,0.374131125,null,null,null,-0.426664987,0.55401053,0.17008471,null,null,null
CAGL0L02101g,0.153901904,0.143236295,0.086997671,-0.12090668,0.14480611,0.119974563,0.21704683,0.53128208,0.778182037,0.309000259,0.242133307,0.347603346,-0.310737384,0.735365789,1.086257506,null,null,null
CAGL0L02123g,-0.079491496,0.264178957,0.336253812,0.035627189,0.27324345,0.200881106,0.201442791,0.345929226,0.912786518,-0.329728771,0.00166641,0.168848363,-0.033199848,0.678075028,0.590966217,0.599427863,null,null
CAGL0L02145g,0.054124434,0.153852212,0.233115404,0.032216556,0.000118703,0.029385157,-0.008755033,0.651368174,1.658539027,0.005901013,0.178504801,0.040844785,-0.848316554,0.276246297,1.920439862,null,null,null
CAGL0L02167g,0.165263014,0.223604959,0.095829816,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0L02189g,-0.134853465,0.254653541,0.27778472,-0.218459978,0.100646221,0.033589672,0.558206256,0.308400386,0.651552735,0.245117559,0.34118079,0.402726687,0.558815715,0.11309393,0.596391327,0.348852581,0.096017001,0.207099353
CAGL0L02211g,0.244210631,0.343640143,0.245329131,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0L02233g,0.735838755,0.548885022,0.424573628,-0.658838515,0.08698468,0.083725459,0.008158523,null,null,0.135539833,0.286972374,0.243070381,null,null,null,0.814030555,0.15178104,0.269873293
CAGL0L02255g,-0.095928615,0.261847068,0.131753906,0.889440353,0.185804108,0.133599496,null,null,null,null,null,null,0.45539708,null,null,-0.168793018,0.730194101,1.305910023
CAGL0L02277g,-0.126199908,0.090489672,0.187640174,-0.175242101,0.477187758,0.2001262,0.493319935,0.350700865,0.626624327,-0.105642338,0.234050745,0.341611794,0.012453845,0.666304498,0.747972753,0.042283255,0.255576509,0.387289371
CAGL0L02299g,0.170044514,0.181783663,0.240057365,-0.240171183,0.097380188,0.544081601,-0.220573077,0.616998279,0.326636368,-0.309063205,0.237934624,0.211425729,-0.382090513,0.351752132,0.320648768,0.365700178,0.763912388,0.125353204
CAGL0L02321g,0.15217598,0.112189791,0.222147784,0.002544436,null,null,0.518976292,0.456870292,0.573476648,null,null,null,2.110707554,1.459335278,0.416939728,null,null,null
CAGL0L02343g,0.451083117,0.123209511,0.076975252,-0.395034846,0.291942364,0.490991319,0.484235626,0.283338992,0.613884227,-0.046090178,0.153077561,0.094665754,-0.036796576,0.569438223,0.639782168,-0.349421264,1.243467961,1.490764158
CAGL0L02365g,0.136061257,0.066643791,0.150368914,0.251449549,0.382990236,0.937936394,-0.251614046,0.450116279,0.977408285,-0.073052196,0.101414354,0.017852011,-0.040033826,0.597912912,0.556283286,0.128355567,0.227497668,0.681337189
CAGL0L02387g,-0.548016158,0.076610219,0.121288553,0.407953812,1.045940667,2.464158579,0.399115017,0.375987192,0.747851718,0.412989596,0.102566616,0.244829458,0.395305882,0.756419067,0.909849141,0.500738593,null,null
CAGL0L02409g,-0.06330205,0.196160464,0.06214656,-0.439451398,null,null,null,null,null,null,null,null,0.544320516,null,null,null,null,null
CAGL0L02431g,0.119930895,0.271604262,0.244376401,0.203927825,0.231896658,0.174764081,1.015807882,0.456870292,0.225842086,null,null,null,0.120555899,0.252661774,0.581887061,null,null,null
CAGL0L02453g,-0.600123651,0.20288988,0.287476384,0.542068249,0.068204261,0.071967615,-1.126211768,0.26693059,0.656787126,-0.024631095,0.495774003,0.286253486,-0.890936412,0.492706644,0.287043451,-0.004367681,0.856084444,0.504201401
CAGL0L02475g,-0.121602529,0.080784078,0.085983296,-0.667516459,0.207777772,0.381087815,-0.703120135,1.134856567,0.133709302,-0.462257484,0.400558489,0.324230861,-1.291769407,0.700239816,0.046624742,-0.024484858,0.101916919,0.538829142
CAGL0L02497g,-0.15441848,0.183787622,0.011577793,-0.377326776,0.643007839,0.035293409,-0.236726452,1.677498886,0.337177326,-0.225852102,0.313333124,0.191641717,0.201820009,1.02578221,0.196388597,0.226900493,0.395560942,0.317535798
CAGL0L02519g,-0.175332987,0.135368326,0.22258104,0.738959158,0.058963779,0.066184733,0.788639306,0.345901625,0.520423742,0.199285687,0.900476203,0.932242329,null,null,null,null,null,null
CAGL0L02541g,0.23985965,0.365579443,0.238250691,0.014651071,0.045042476,0.001161182,1.403403655,0.456870292,0.29245207,null,null,null,0.279714085,0.008961834,0.769358403,null,null,null
CAGL0L02563g,-0.885723149,0.276377044,0.106503651,0.092176442,0.273880533,0.14213326,-0.085807135,0.482075482,0.999937338,null,null,null,0.577505663,0.417982032,0.226159947,null,null,null
CAGL0L02585g,-0.710093111,0.24718082,0.302568464,0.490014402,0.160510054,0.071031595,0.016761844,0.502963318,0.901387981,0.420468463,null,null,0.464686143,0.481345954,0.706999001,-0.488624381,1.384947541,1.967955668
CAGL0L02607g,0.856662921,0.11513351,0.217679302,0.99556406,0.762047461,1.557567442,0.397070953,null,null,1.204472468,null,null,1.161463423,null,null,null,null,null
CAGL0L02629g,-0.057193159,0.099532429,0.164521578,0.383435347,0.34539116,1.148907585,0.64183304,0.456870292,0.47257281,0.147863647,0.246275543,0.322267875,-0.076155025,0.692278822,0.61599752,-0.019423635,0.397035732,0.548985493
CAGL0L02651g,-0.121225132,0.355807425,0.214521553,0.115393992,0.065622612,0.070351823,0.852976874,0.453525092,0.518592932,0.130703692,null,null,0.446923741,0.991670787,0.877290026,null,null,null
CAGL0L02673g,0.094811343,0.157415525,0.226130543,0.826895515,0.341049741,1.139454935,-0.626749512,0.628572322,0.544749608,-0.195491153,0.171675948,0.295547008,-0.494558003,0.490032832,0.225539732,null,null,null
CAGL0L02695g,-0.176523818,0.29315263,0.09617092,0.434139684,0.229357224,0.173162477,0.202610277,0.683983616,0.432131655,0.412539189,0.212828777,0.045687436,-0.487792935,0.120710867,0.977941371,0.067061963,0.120729515,0.234896521
CAGL0L02717g,1.025533366,0.343411196,0.139450246,-0.302561288,0.186739684,0.146321951,0.458977441,null,null,0.450472169,0.10183455,0.096248132,0.91026138,null,null,0.860803075,0.443308662,0.977457055
CAGL0L02739g,-0.062646313,0.251630446,0.135426401,-0.087476076,0.129109801,0.051386678,null,null,null,null,null,null,0.439241634,0.198378365,0.63499287,null,null,null
CAGL0L02761g,null,null,null,null,null,null,0.994549052,0.045288432,0.748290564,null,null,null,0.852492408,null,null,null,null,null
CAGL0L02783g,0.460868044,0.019982547,0.144797993,0.382603345,0.081308799,0.080171262,0.649177343,0.513688701,0.349044148,-0.349467152,0.278767719,0.031532118,-0.285143687,0.034201866,1.34812951,0.550699569,0.056903474,0.163164101
CAGL0L02805g,-0.162737335,0.361582799,0.214990791,0.224595332,0.195394658,0.151767308,0.210922464,0.655698206,0.443972655,0.182608205,0.615338013,0.631760415,0.032973806,0.328911584,0.26171121,-0.328679151,0.663047916,0.584790222
CAGL0L02827g,0.441667448,0.171653274,0.25013322,-0.321497857,0.490745094,0.339878582,-1.089375807,null,null,null,null,null,null,null,null,null,null,null
